Name,Status,Attribute,type
Charge Quintuplée Ursarctique,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
"Vénominon, Roi des Serpents Venimeux",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Reptile/Effet]
"Vénominaga, Déesse des Serpents Venimeux",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Reptile/Effet]
"Luster Pendule, le Dracossassin",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Dragon/Pendule／Syntoniseur／Effet]
Dinolutteur Pancraceratops,Unlimited(OCG)/Unlimited(TCG),TERRE,[Dinosaure/Effet]
"Dinoster Power, le Puissant Dracossassin",Unlimited(OCG)/Unlimited(TCG),EAU,[Dragon/Fusion／Effet]
"Ignister Proéminence, le Dracossassin Destructeur",Unlimited(OCG)/Unlimited(TCG),FEU,[Dragon/Synchro／Effet]
Roi des Lutins Sauvages,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Reptile/Xyz／Effet]
"Majester Paladin, le Dracossassin Ascendant",Unlimited(OCG)/Unlimited(TCG),VENT,[Dragon/Xyz／Effet]
Ayers le Rocher du Soleil Levant,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Pot des Riches,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Recharge Chevaliardent,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Avènement du Dieu Serpent,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Sacrifice au Dieu Serpent,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Tireur Métallique,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Machine/Effet]
Secrétaire de Sauvegarde,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Cyberse/Effet]
Ranimateur de Données,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Cyberse/Effet]
Lycoris Farstar,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
Candina Farstar,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
Riscorpio Gouki,Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Effet]
Ver - Piratage,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Machine/Effet]
Vouivre - Détournement,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Machine/Effet]
"Yeux Impairs, Roi Suprême du Dragon",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Dragon/Pendule／Effet]
D/D Typhon Vice,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
Couronnée par le Calice du Monde,Unlimited(OCG)/Unlimited(TCG),EAU,[Magicien/Normal]
Choisi par le Calice du Monde,Unlimited(OCG)/Unlimited(TCG),FEU,[Psychique/Normal]
Appelé par le Calice du Monde,Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Normal]
Dragarde du Calice du Monde,Unlimited(OCG)/Unlimited(TCG),VENT,[Dragon/Effet]
Lee la Fée du Calice du Monde,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
"Héritage du Monde - ""Calice du Monde""",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Machine/Effet]
"Jeanne la Générale, Seigneur Lumière du Crépuscule",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Guerrier/Effet]
"Lyla l'Enchanteresse, Seigneur Lumière du Crépuscule",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Effet]
"Lumina la Shaman, Seigneur Lumière du Crépuscule",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Effet]
"Ryko le Combattant, Seigneur Lumière du Crépuscule",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Bête/Effet]
Capitaine Motivateur,Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Effet]
Panda de Trésors,Unlimited(OCG)/Unlimited(TCG),TERRE,[Bête/Effet]
L'Ascensionné du Tonnerre,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Tonnerre/Effet]
Chevaliers de la Parade,Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Effet]
"Aile Claire, Roi Suprême du Dragon",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Dragon/Synchro／Effet]
"D/D/D César, Grand Roi des Vagues",Unlimited(OCG)/Unlimited(TCG),EAU,[Démon/Xyz／Effet]
Ange Houx Farstar,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Lien／Effet]
Gouki Le Grand Ogre,Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Lien／Effet]
Dragon Bombe Topologique,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Cyberse/Lien／Effet]
Imduk le Dragon du Calice du Monde,Unlimited(OCG)/Unlimited(TCG),VENT,[Dragon/Lien／Effet]
Ib la Prêtresse du Calice du Monde,Unlimited(OCG)/Unlimited(TCG),EAU,[Magicien/Lien／Effet]
Auram le Maître des Épées du Calice du Monde,Unlimited(OCG)/Unlimited(TCG),FEU,[Cyberse/Lien／Effet]
Ningirsu le Guerrier du Calice du Monde,Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Lien／Effet]
"Sabre Gaïa, l'Ombre de l'Éclair",Unlimited(OCG)/Unlimited(TCG),TERRE,[Machine/Lien]
Scène Lumière Farstar,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Tempête Crackage Aérien,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Univers Souriant,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Découverte de l'Héritage du Monde,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Cœur de l'Héritage du Monde,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Marche des Ténèbres,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Dragons Jumeaux du Crépuscule,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Livre de Magie du Savoir,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Coup Gravitationnel,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Réincarnœillet Farstar,Limited(OCG)/Unlimited(TCG),PIÈGE,
Repère de l'Héritage du Monde,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Tenue du Crépuscule,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Lavage de Cerveau du Monde Ténébreux,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Trappe de Rupture,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Violent Orage de Poussière,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Retour au Front,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Anéantissement Aveugle,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Boîte de Vitesses,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Circuit Grand Prix F.A.,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Déportance F.A.,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Patriarche Enfernité,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
Acolyte du Mal Chilam Sabak,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Reptile/Effet]
Dangereux - HÉROS de la Destinée,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Guerrier/Fusion／Effet]
Acteur des Abysses - Doublure Branchée,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Pendule／Effet]
Golem Rouages Ancients - Frappe Ultime,Unlimited(OCG)/Unlimited(TCG),TERRE,[Machine/Effet]
Charbon d'Inpachi,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),FEU,[Pyro/Normal]
Gobelin du Faux,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Normal]
Horus Dragon de la Flamme Noire LV4,Unlimited(OCG)/Unlimited(TCG),FEU,[Dragon/Effet]
Horus Dragon de la Flamme Noire LV6,Unlimited(OCG)/Unlimited(TCG),FEU,[Dragon/Effet]
Horus Dragon de la Flamme Noire LV8,Unlimited(OCG)/Unlimited(TCG),FEU,[Dragon/Effet]
Imitateur des Ténèbres LV1,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Démon/Flip／Effet]
Imitateur des Ténèbres LV3,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Démon/Effet]
Spadassin Mystique LV2,Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Effet]
Spadassin Mystique LV4,Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Effet]
Dragon Armé LV3,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),VENT,[Dragon/Effet]
Dragon Armé LV5,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),VENT,[Dragon/Effet]
Dragon Armé LV7,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),VENT,[Dragon/Effet]
Poussin Dragon Noir,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Dragon/Effet]
Poupée Malicieuse Mortelle,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
Rafflesia Séductrice,Unlimited(OCG)/Unlimited(TCG),TERRE,[Plante/Flip／Effet]
Mobius le Monarque de Glace,,EAU,[Aqua/Effet]
Insecte Rugissant,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Insecte/Effet]
Élévation de l'Esprit,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Effet]
Le Cheval de Troie,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Bête/Effet]
Hade-Hane,Unlimited(OCG)/Unlimited(TCG),EARTH,[Beast/Flip／Effect]
Pénombre Femme Soldat,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Guerrier/Effet]
Maître d'Oz,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Bête/Fusion]
Sanwitch,Unlimited(OCG)/Unlimited(TCG),DARK,[Spellcaster/Fusion]
Usine de Production de Masse des Ténèbres,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Ectoplasmer,Unlimited(OCG)/Unlimited(TCG),SPELL,
Le Cimetière de la Quatrième Dimension,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Cellule de Combat à Deux Hommes,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Arme de Fusion,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Art de se Soustraire Ninjitsu,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Brouillard Érosif,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Cohue Cérébrale,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Invalidité,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Œil de Gorgone,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Bombe Tombale,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Barrière Mystique de Vie,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Inpachi Technobois,Unlimited(OCG)/Unlimited(TCG),FEU,[Machine/Normal]
Garde Puissant,Unlimited(OCG)/Unlimited(TCG),TERRE,[Machine/Normal]
"Bokoichi, le Wagon de Terreur",Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Machine/Normal]
Le Créateur,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Tonnerre/Effet]
Le Créateur Incarné,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Guerrier/Effet]
Spadassin Mystique LV6,Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Effet]
Pingouin de Cauchemar,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EAU,[Aqua/Effet]
Plateforme de Soutien des Engins Lourds,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Machine/Union／Effet]
Roi-Machine Parfait,Unlimited(OCG)/Unlimited(TCG),TERRE,[Machine/Effet]
Roc de la Vallée des Brumes,Unlimited(OCG)/Unlimited(TCG),VENT,[Bête Ailée/Effet]
Lutin du Brasier,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),FEU,[Pyro/Effet]
"Thestalos, le Monarque de la Tempête de Feu",Unlimited(OCG)/Unlimited(TCG),FEU,[Pyro/Effet]
Oeil d'Aigle,Unlimited(OCG)/Unlimited(TCG),VENT,[Bête Ailée/Effet]
Invasion de Flammes,Unlimited(OCG)/Unlimited(TCG),FEU,[Pyro/Effet]
Manta de la Malediction Rampante,Unlimited(OCG)/Unlimited(TCG),EAU,[Poisson/Effet]
Loup de Guerre Noir-d'Encre,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Bête-Guerrier/Effet]
"Ame de Gaïa, le Combustible Collectif",Unlimited(OCG)/Unlimited(TCG),FEU,[Pyro/Effet]
Renard Feu,Unlimited(OCG)/Unlimited(TCG),FEU,[Pyro/Effet]
B.E.S. Grand Vaisseau (Actualisé de : Grand Vaisseau),Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Machine/Effet]
"Dragon Fusilier, la Bête Bi-Modale",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Machine/Effet]
"Dekoichi, la Locomotive de Guerre Enchantée",Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Machine/Flip／Effet]
Équipe A : Unité de Désamorçage,Unlimited(OCG)/Unlimited(TCG),FEU,[Machine/Effet]
"Homunculus, l'Etre Alchimique",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Plante/Effet]
"Lame des Ténèbres, le Dragon Chevalier",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Guerrier/Fusion／Effet]
Terrain de Chasse des Harpies,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Collier de Commandement,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Machine de Duplication,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Flint,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),SPELL,
Retour à la Case Départ,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Réincarnation de Monstre,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Baliste Brise-Murailles,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Allègement,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Xing Zhen Hu,Unlimited(OCG)/Unlimited(TCG),TRAP,
Fuh-Rin-Ka-Zan,Unlimited(OCG)/Unlimited(TCG),TRAP,
Explosion en Chaîne,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Cercle d'Enchantement de Pikeru,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
"Chu-Suke, Le Guerrier Rongeur",Unlimited(OCG)/Unlimited(TCG),TERRE,[Bête/Normal]
Chevalier Insecte,Unlimited(OCG)/Unlimited(TCG),TERRE,[Insecte/Normal]
Phœnix Sacré de Nephtys,Unlimited(OCG)/Unlimited(TCG),FEU,[Bête Ailée/Effet]
Serviteur de Nephtys,Unlimited(OCG)/Unlimited(TCG),VENT,[Magicien/Effet]
Spadassin Silencieux LV5,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Guerrier/Effet]
Grandmarg le Monarque des Roches,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Rocher/Effet]
Chat-Herbe à Chat,Unlimited(OCG)/Unlimited(TCG),TERRE,[Bête/Effet]
"Béhémoth, Roi de tous les Animaux",Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Bête/Effet]
Chiron le Mage,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Bête-Guerrier/Effet]
Gearfried le Maître Escrimeur,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LUMIÈRE,[Guerrier/Effet]
Golem Sentinelle,Unlimited(OCG)/Unlimited(TCG),TERRE,[Rocher/Effet]
Abare Ushioni,Unlimited(OCG)/Unlimited(TCG),EARTH,[Beast-Warrior/Effect]
La Lumière - Fusion du Sceau Maudit,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Rocher/Effet]
Les Ténèbres - Fusion du Sceau Maudit,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Rocher/Effet]
La Terre - Fusion du Sceau Maudit,Unlimited(OCG)/Unlimited(TCG),TERRE,[Rocher/Effet]
Une Plume de Phœnix,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Absorption de Magie,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Météore Destructeur,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Épées de Ravissement de la Lumière,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Exécution d'un Contrat,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Re-Fusion,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),SPELL,
La Marche Triomphale des Animaux,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Contre Croisé,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Pénalité !,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Rugissement Menaçant,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Un Souffle d'Aile de Phœnix,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Échange d'Âme de Bête,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Cessez-le-feu Forcé,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Kuriboh Ailé,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LUMIÈRE,[Elfe/Effet]
Bête Rouages Ancients,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Machine/Effet]
Soldat Rouages Ancients,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Machine/Effet]
Gardien Oublié,Unlimited(OCG)/Unlimited(TCG),TERRE,[Rocher/Effet]
Hieracosphinx,Unlimited(OCG)/Unlimited(TCG),EARTH,[Rock/Effect]
Criosphinx,Unlimited(OCG)/Unlimited(TCG),EARTH,[Rock/Effect]
Canons Intercepteurs Moai,Unlimited(OCG)/Unlimited(TCG),TERRE,[Rocher/Effet]
Golem Factice,Unlimited(OCG)/Unlimited(TCG),TERRE,[Rocher/Flip／Effet]
Moine Combattant,Unlimited(OCG)/Unlimited(TCG),TERRE,[Rocher/Effet]
Aussa la Charmeuse de Terre,Unlimited(OCG)/Unlimited(TCG),TERRE,[Magicien/Flip／Effet]
Eria la Charmeuse d'Eau,Unlimited(OCG)/Unlimited(TCG),EAU,[Magicien/Flip／Effet]
Hiita la Charmeuse de Feu,Unlimited(OCG)/Unlimited(TCG),FEU,[Magicien/Flip／Effet]
Wynn la Charmeuse de Vent,Unlimited(OCG)/Unlimited(TCG),VENT,[Magicien/Flip／Effet]
Homme-Batterie AA,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Tonnerre/Effet]
Roi des Crânes Serviteurs,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Zombie/Effet]
"Reshef, l'Être des Ténèbres",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Démon/Rituel／Effet]
Carte d'Inviolabilité,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Contrôle Cérébral,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Don du Martyre,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Double Attaque,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Chargeur de Batterie,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Frappe Kaminote,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Bénédiction de Doriado,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Ultime Rituel des Anciens,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Ombres Mouvantes,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Formation Impénétrable,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Double Vue de Pikeru,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Bouton d'Autodestruction de Kozaky,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Loup Solitaire,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
"Andal, Bête Gladiateur",Unlimited(OCG)/Unlimited(TCG),TERRE,[Bête-Guerrier/Normal]
Dragon Arc-en-Ciel des Ténèbres,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Dragon/Effet]
Yubel,Unlimited(OCG)/Unlimited(TCG),DARK,[Fiend/Effect]
Yubel - Terreur Incarnée,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
Yubel - Cauchemar Ultime,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
Cyber Vouivre Cuirassée,Unlimited(OCG)/Unlimited(TCG),VENT,[Machine/Union／Effet]
Soldat de Feu,Unlimited(OCG)/Unlimited(TCG),FEU,[Guerrier/Effet]
Le Créateur des Ténèbres,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Tonnerre/Effet]
Nephthys des Ténèbres,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Bête Ailée/Effet]
Dragon Armé des Ténèbres,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Dragon/Effet]
Chevalier Armageddon,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Guerrier/Effet]
Abomination du Jugement Dernier,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
Prêtresse Ohm des Ténèbres,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Effet]
Bushi Immortel,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Guerrier/Effet]
Reine des Archdémons Captive,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Démon/Effet]
Velociraptor Noir,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Dinosaure/Effet]
Cœlacanthe le Roi des Mers Millénaire,Unlimited(OCG)/Unlimited(TCG),EAU,[Poisson/Effet]
Soldat Canon MK-2,Forbidden(OCG)/Unlimited(TCG),TERRE,[Machine/Effet]
Le Calculateur,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Tonnerre/Effet]
Limon Scintillant Néo-Spacien,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Plante/Fusion／Effet]
Néos Arc-en-Ciel,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Guerrier/Fusion／Effet]
Super Polymérisation,Semi-Limited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Griffe Perfide,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Néo-Space Instantané,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Zone Cybernétique,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Le Début de la Fin,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Flammes du Jugement Dernier,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Déchaînement de Puissance,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Chaîne d'Invocation,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Pluie d'Acide,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Bouclier de Combat Archdémon des Bêtes Gladiateurs (Actualisé de : Bouclier de Combat Démoniaque des Bêtes Gladiateurs),Unlimited(OCG)/Unlimited(TCG),MAGIE,
Arène des Gladiateurs,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Grimoire du Monde Ténébreux,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Chemin Arc-en-Ciel,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Vitalité Arc-en-Ciel,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Chaîne de Materia,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Délivrance de la Dimension des Ténèbres,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Chute Catastrophique,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Double Équipe Tag,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Sacrifice au Dieu Serpent,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Pas de Pitié !,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Rupture de Transmigration,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Parshath le Chevalier des Ténèbres,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Elfe/Effet]
Invitation des Ténèbres,Limited(OCG)/Unlimited(TCG)/Limited 2(TCGSpeed Duel),MAGIE,
"Aztekipede, le Ver Guerrier",Unlimited(OCG)/Unlimited(TCG),TERRE,[Insecte/Effet]
Portes du Château,Unlimited(OCG)/Unlimited(TCG),TERRE,[Rocher/Effet]
Illusionniste aux Yeux Noirs,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Flip／Effet]
Spectre Zoma,Unlimited(OCG)/Unlimited(TCG)/Limited 1(TCGSpeed Duel),PIÈGE,
Invitation de l'Esprit de la Terre,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Bélial le Marquis des Ténèbres,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
Gernia,Unlimited(OCG)/Unlimited(TCG),DARK,[Zombie/Effect]
Offrande Suprême,Forbidden(OCG)/Forbidden(TCG),PIÈGE,
Trappe sans Fond,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Hydrogeddon,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),WATER,[Dinosaur/Effect]
Confiscation,Forbidden(OCG)/Forbidden(TCG),SPELL,
"Freed, le Vagabond Courageux",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Guerrier/Effet]
Retour de La Dimension Différente,Forbidden(OCG)/Forbidden(TCG),PIÈGE,
Soldat Cipher (Actualisé de : Soldat Kinésique),Unlimited(OCG)/Unlimited(TCG),TERRE,[Machine/Effet]
Cercle du Magicien,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Bourse des Âmes,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Mère Grizzly,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EAU,[Bête-Guerrier/Effet]
Gigantes,Unlimited(OCG)/Unlimited(TCG),EARTH,[Rock/Effect]
Manju des Dix Mille Mains,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
Serviteur de Nephtys,Unlimited(OCG)/Unlimited(TCG),VENT,[Magicien/Effet]
Grenouille d'Arbre,Unlimited(OCG)/Unlimited(TCG),EAU,[Aqua/Effet]
